, bm_provider_firm_id , count(distinct bm_doc_id ) 
,              355985 ,                        114 
,              929965 ,                         18 
,              251088 ,                         55 
,               31989 ,                     345977 
,              427189 ,                          3 
,              887843 ,                         93 
,              155144 ,                         18 
,               31970 ,                        901 
,              807715 ,                        832 
,              249785 ,                       2316 
,               18248 ,                        296 
,              487244 ,                         19 
,              780029 ,                         46 
,               57698 ,                      28292 
,              715015 ,                       1224 
,              472995 ,                          4 
,              352790 ,                         17 
,              371472 ,                        141 
,               32434 ,                         68 
,              291556 ,                       1927 
,              148306 ,                       1270 
,               20129 ,                        138 
,              591745 ,                       1367 
,              643307 ,                        380 
,              698528 ,                        123 
,              302719 ,                       4620 
,              189412 ,                       1544 
,              336202 ,                        605 
,               17832 ,                         97 
,              444626 ,                         18 
,              997695 ,                        325 
,              913169 ,                         34 
,              637095 ,                        435 
,              618420 ,                       8669 
,              764115 ,                        832 
,              961839 ,                         42 
,              228791 ,                      10832 
,              179602 ,                        385 
,              398879 ,                       1516 
,              291804 ,                         24 
,              752888 ,                         10 
,              906502 ,                        673 
,              513815 ,                        291 
,              403503 ,                       1089 
,              716091 ,                        679 
,              733108 ,                       3467 
,              792021 ,                        126 
,              365621 ,                       2747 
,              567546 ,                        342 
,              111271 ,                       1013 
,              558402 ,                         34 
,              242463 ,                     277244 
,              550275 ,                        604 
,              354097 ,                       1339 
,              944310 ,                       1124 
,              142825 ,                          8 
,                9849 ,                        603 
,              452020 ,                         14 
,              221377 ,                        226 
,              194521 ,                       4213 
,              246304 ,                        512 
,              877195 ,                         86 
,              443184 ,                       1695 
,              607749 ,                      34515 
,              643879 ,                         59 
,              616776 ,                       1158 
,              472819 ,                         14 
,               21136 ,                       7760 
,              158741 ,                      79414 
,              987989 ,                       8175 
,              220774 ,                         56 
,               23934 ,                       7475 
,              369417 ,                        505 
,               64699 ,                        296 
,               36142 ,                       5705 
,              615538 ,                      11547 
,              831854 ,                        195 
,              519987 ,                      17005 
,              890307 ,                        548 
,              430013 ,                        364 
,              922846 ,                       1576 
,              294677 ,                      12059 
,              862777 ,                        247 
,               16088 ,                          2 
,               24098 ,                          4 
,              426063 ,                         16 
,              789895 ,                       4378 
,              977343 ,                          5 
,              672272 ,                         37 
,              939026 ,                       1443 
,              159759 ,                        236 
,              936535 ,                       2049 
,              713063 ,                        559 
,              122275 ,                        210 
,              150996 ,                       1458 
,              845620 ,                          7 
,              574934 ,                        217 
,              216844 ,                      86204 
,              604169 ,                          5 
,              705707 ,                       2236 
,              412607 ,                       1773 
,              368984 ,                      19092 
,              479507 ,                          1 
,              463717 ,                       2182 
,              898635 ,                        568 
,              828433 ,                       4437 
,              309695 ,                        892 
,              435943 ,                        555 
,               22558 ,                          7 
,              988663 ,                        883 
,               14454 ,                          4 
,              772892 ,                       5166 
,              298654 ,                          3 
,              615673 ,                       7125 
,              689709 ,                       4976 
,              126192 ,                       2293 
,              729608 ,                        789 
,              550169 ,                        213 
,              486417 ,                       9276 
,              284751 ,                       2582 
,              901394 ,                       1059 
,              242053 ,                       5262 
,              639787 ,                        103 
,               27682 ,                      16859 
,              527379 ,                       1234 
,              621072 ,                        917 
,              237867 ,                        123 
,              621785 ,                         65 
,              873993 ,                        224 
,              390771 ,                       3397 
,              187122 ,                       3119 
,              247006 ,                        325 
,              438806 ,                          5 
,               17952 ,                      31758 
,              370385 ,                         24 
,              215111 ,                        100 
,              877724 ,                       4512 
,              629536 ,                         12 
,              802731 ,                        583 
,              915861 ,                       2567 
,               24936 ,                       1890 
,              502395 ,                         34 
,              821890 ,                         92 
,              363289 ,                        133 
,              260622 ,                         17 
,              673911 ,                        274 
,              350358 ,                       2463 
,              471932 ,                        129 
,              344065 ,                        107 
,              183648 ,                        914 
,              742123 ,                         63 
,              683316 ,                       1782 
,              214860 ,                       3345 
,              674220 ,                         89 
,              946342 ,                       2632 
,              938883 ,                         51 
,              394029 ,                       3607 
,               21861 ,                      73912 
,              969087 ,                       6952 
,              685824 ,                      22728 
,              424875 ,                        177 
,               28341 ,                        291 
,               18633 ,                      11228 
,              976919 ,                       1633 
,              230758 ,                         50 
,              595446 ,                        976 
,              932125 ,                        574 
,              744321 ,                       1469 
,              854686 ,                        111 
,              217909 ,                       8111 
,              517190 ,                        482 
,              210272 ,                       1568 
,              145931 ,                       1650 
,              717468 ,                        217 
,               12163 ,                       7432 
,              684345 ,                       3849 
,              879574 ,                       1633 
,              149446 ,                         38 
,               85498 ,                        765 
,              734035 ,                         38 
,              307208 ,                       1514 
,              863654 ,                         73 
,              504655 ,                        731 
,              691134 ,                         73 
,              470310 ,                         19 
,              257324 ,                       1032 
,              234465 ,                        100 
,              800253 ,                        535 
,              424643 ,                          5 
,               29470 ,                      19371 
,              144007 ,                         81 
,              284098 ,                          3 
,              811750 ,                        224 
,              243881 ,                        702 
,              407835 ,                      49319 
,              762166 ,                         35 
,              210199 ,                        674 
,              972350 ,                       8556 
,              410251 ,                       1684 
,              174405 ,                         23 
,              522771 ,                       9330 
,              921101 ,                       1696 
,              102187 ,                         10 
,              314983 ,                      10426 
,              925579 ,                       1506 
,              347567 ,                       5418 
,              123626 ,                        104 
,              823152 ,                         55 
,              318688 ,                       4540 
,              154243 ,                       9571 
,              761272 ,                       1703 
,              712341 ,                        579 
,              128145 ,                          2 
,              843765 ,                         21 
,              771568 ,                       1195 
,               78943 ,                      61645 
,              192616 ,                         81 
,                   1 ,                        305 
,              880984 ,                         25 
,              730464 ,                          4 
,              393575 ,                      29068 
,              415286 ,                        301 
,              474366 ,                      13877 
,              951765 ,                        633 
,              654967 ,                       1369 
,              151331 ,                          2 
,              913247 ,                       1007 
,               23503 ,                       2765 
,               28895 ,                       9760 
,              217210 ,                          1 
,              407353 ,                        607 
,               21503 ,                      53684 
,              804982 ,                          4 
,              617540 ,                        129 
,              149673 ,                        257 
,              201223 ,                       1837 
,              170722 ,                       1519 
,              100292 ,                         40 
,              591494 ,                         32 
,              318408 ,                         83 
,              503910 ,                      35792 
,               21521 ,                      38569 
,              555941 ,                         38 
,              152461 ,                        263 
,              620655 ,                       6707 
,              727034 ,                        146 
,              711183 ,                       7039 
,               74785 ,                      14026 
,              163212 ,                       1373 
,              669397 ,                      11746 
,              238400 ,                       4462 
,              749050 ,                         88 
,               14278 ,                      16156 
,               32195 ,                     258670 
,              800166 ,                       1524 
,              677421 ,                       1716 
,              907446 ,                        228 
,              994630 ,                        123 
,               14276 ,                      70387 
,              528035 ,                        897 
,              622411 ,                         15 
,              413744 ,                       2876 
,              798565 ,                       4719 
,               20569 ,                      14809 
,              493207 ,                          7 
,              256986 ,                       1011 
,              772740 ,                       3107 
,              731924 ,                      11363 
,              837487 ,                       1067 
,              653639 ,                        938 
,              834820 ,                       2668 
,              954136 ,                        679 
,              341177 ,                          2 
,               17238 ,                        316 
,              734986 ,                       6601 
,              990150 ,                         48 
,              391517 ,                       3659 
,              924214 ,                         20 
,              177731 ,                       1906 
,              107541 ,                        138 
,              182695 ,                        875 
,              502051 ,                     139899 
,              634609 ,                      10510 
,               25203 ,                      50347 
,              819944 ,                      20354 
,              500445 ,                        288 
,              404213 ,                        354 
,               24987 ,                       1368 
,              672615 ,                       1035 
,              803297 ,                        196 
,              271862 ,                        131 
,              460542 ,                        510 
,              668273 ,                          5 
,              467822 ,                        451 
,               40001 ,                       1099 
,              457970 ,                        100 
,              537116 ,                       5801 
,              924531 ,                          1 
,              436621 ,                        379 
,              100002 ,                        151 
,              788103 ,                       1465 
,              350489 ,                          2 
,               29412 ,                       6586 
,              123479 ,                        646 
,              298341 ,                          5 
,              153566 ,                          4 
,               22975 ,                      27714 
,              965762 ,                        498 
,              230894 ,                        114 
,              709268 ,                        943 
,              725142 ,                       1904 
,              911099 ,                        630 
,              230519 ,                         42 
,              472673 ,                       8308 
,              829056 ,                        219 
,              927070 ,                       1680 
,              745524 ,                       4504 
,              471025 ,                       5028 
,              921553 ,                       9253 
,              890420 ,                          2 
,               57922 ,                      26052 
,              497367 ,                        279 
,              915617 ,                         32 
,              310753 ,                         39 
,              581998 ,                       1986 
,              697120 ,                         23 
,              952945 ,                       2130 
,              601964 ,                          6 
,               12012 ,                         18 
,              814100 ,                         31 
,              402756 ,                       1095 
,              465032 ,                       4432 
,              391458 ,                        524 
,              331240 ,                          2 
,              137148 ,                        554 
,              379711 ,                       3003 
,              263049 ,                        106 
,              343802 ,                       2115 
,              942430 ,                         29 
,              307360 ,                        119 
,              871007 ,                      65240 
,              706109 ,                          1 
,               16481 ,                     125899 
,              461420 ,                        791 
,              910395 ,                          7 
,              432489 ,                       1710 
,              136176 ,                        397 
,              752200 ,                        484 
,              914580 ,                       1809 
,              435701 ,                          4 
,               27153 ,                      46579 
,              919628 ,                          1 
,               31857 ,                      32055 
,              260303 ,                       2176 
,              523044 ,                        440 
,              120468 ,                       1206 
,              713486 ,                        180 
,              529757 ,                        208 
,               69841 ,                      26329 
,              649037 ,                        380 
,              904467 ,                       1411 
,              980465 ,                       6678 
,               53801 ,                        106 
,               19301 ,                       2574 
,              157086 ,                         10 
,              935268 ,                       1792 
,              608893 ,                         53 
,               21785 ,                      11298 
,              456839 ,                       6613 
,              407419 ,                      27312 
,              458824 ,                        111 
,               30982 ,                          9 
,              482163 ,                       2222 
,              575692 ,                        161 
,              126349 ,                        105 
,              325822 ,                         52 
,              935152 ,                      18034 
,              672929 ,                          9 
,              507532 ,                        718 
,              410533 ,                          6 
,              537461 ,                         34 
,              888814 ,                       1499 
,              573465 ,                        307 
,              280336 ,                       4625 
,              492854 ,                        165 
,              893894 ,                        708 
,              891714 ,                          1 
,               24758 ,                      24333 
,              714634 ,                       2197 
,              644440 ,                         21 
